,image_link,product_name,link,price,description,domain
394,https://www2.assets-gap.com/webcontent/0016/787/428/cn16787428.jpg,Long and Lean-Fit Pinstripe Blazer,https://bananarepublic.gap.com//browse/product.do?pid=426999002&cid=1053764&pcid=5013,179.0,"Made with our Bi-stretch fabric - the same fabric as our customer-favorite Sloan pants - engineered with excellent stretch and recovery for a smooth, supportive fit.",Banana Republic
395,https://www3.assets-gap.com/webcontent/0016/784/250/cn16784250.jpg,Long and Lean-Fit Washable Blazer,https://bananarepublic.gap.com//browse/product.do?pid=427069002&cid=1053764&pcid=5013,199.0,Made in a lightweight suiting fabric that's also machine washable for exceptionally easy care.,Banana Republic
396,https://www2.assets-gap.com/webcontent/0016/784/214/cn16784214.jpg,Classic-Fit Bi-Stretch Plaid Blazer,https://bananarepublic.gap.com//browse/product.do?pid=426916002&cid=1053764&pcid=5013,179.0,"Our Classic Fit blazer has a single-button front to accentuate the waist for a timeless look. Made with our Bi-stretch fabric - the same fabric as our customer-favorite Sloan pants - engineered with excellent stretch and recovery for a smooth, supportive fit.",Banana Republic
397,https://www2.assets-gap.com/webcontent/0016/786/665/cn16786665.jpg,Long and Lean-Fit Washable Wool-Blend Blazer,https://bananarepublic.gap.com//browse/product.do?pid=427878002&cid=1053764&pcid=5013,199.0,"Made in Italy by renowned Italian Mill Marzotto, this innovative fabric is formulated with extra stretch for all-day comfort - and it is machine washable for exceptionally easy care.",Banana Republic
398,https://www1.assets-gap.com/webcontent/0016/789/360/cn16789360.jpg,Classic-Fit Heathered Blazer,https://bananarepublic.gap.com//browse/product.do?pid=426869002&cid=1053764&pcid=5013,199.0,Our Classic Fit blazer has a single-button front to elongate and slim your shape. Made in a lightweight suiting fabric that's also machine washable for exceptionally easy care.,Banana Republic
399,https://www2.assets-gap.com/webcontent/0016/789/340/cn16789340.jpg,Classic-Fit Birdseye Blazer,https://bananarepublic.gap.com//browse/product.do?pid=416983002&cid=1053764&pcid=5013,199.0,Our Classic Fit blazer has a single-button front to elongate and slim your shape. Made in a lightweight suiting fabric that's also machine washable for exceptionally easy care.,Banana Republic
400,https://www4.assets-gap.com/webcontent/0016/792/577/cn16792577.jpg,Long and Lean-Fit Washable Wool Blend Blazer,https://bananarepublic.gap.com//browse/product.do?pid=396238002&cid=1053764&pcid=5013,199.0,"Made with a customer favorite fabric formulated with extra stretch for all-day comfort. Plus, this lightweight, wool-blend fabric is machine washable for exceptionally easy care.",Banana Republic
401,https://www3.assets-gap.com/webcontent/0016/793/199/cn16793199.jpg,Long and Lean-Fit Lightweight Wool Blazer,https://bananarepublic.gap.com//browse/product.do?pid=396233002&cid=1053764&pcid=5013,199.0,"A lean and lengthening silhouette with one-button closure to accentuate the waist. Made in our lightweight wool, which is naturally breathable and wrinkle resistant, and has excellent stretch and recovery.",Banana Republic
402,https://www3.assets-gap.com/webcontent/0016/793/183/cn16793183.jpg,Classic-Fit Bi-Stretch Blazer,https://bananarepublic.gap.com//browse/product.do?pid=402448002&cid=1053764&pcid=5013,179.0,"Our Classic Fit blazer has a single-button front to accentuate the waist for a timeless look. Made with our Bi-stretch fabric - the same fabric as our customer-favorite Sloan pants - engineered with excellent stretch and recovery for a smooth, supportive fit.",Banana Republic
403,https://www4.assets-gap.com/webcontent/0016/793/218/cn16793218.jpg,Classic-Fit Textured Blazer,https://bananarepublic.gap.com//browse/product.do?pid=402452002&cid=1053764&pcid=5013,179.0,"Our Classic Fit blazer has a single-button front to accentuate the waist for a timeless look. Made with our Bi-stretch fabric - the same fabric as our customer-favorite Sloan pants - engineered with excellent stretch and recovery for a smooth, supportive fit.",Banana Republic
404,https://www1.assets-gap.com/webcontent/0016/794/493/cn16794493.jpg,Classic-Fit Washable Italian Wool-Blend Blazer,https://bananarepublic.gap.com//browse/product.do?pid=267508002&cid=1053764&pcid=5013,198.0,"Made in Italy by renowned Italian Mill Marzotto, this innovative fabric is formulated with extra stretch for all-day comfort - and it is machine washable for exceptionally easy care.",Banana Republic
405,https://www3.assets-gap.com/webcontent/0016/794/475/cn16794475.jpg,Classic-Fit Washable Italian Wool-Blend Blazer,https://bananarepublic.gap.com//browse/product.do?pid=267508022&cid=1053764&pcid=5013,198.0,"Made in Italy by renowned Italian Mill Marzotto, this innovative fabric is formulated with extra stretch for all-day comfort - and it is machine washable for exceptionally easy care.",Banana Republic
