,image_link,product_name,link,price,domain
108,https://www2.assets-gap.com/webcontent/0016/434/001/cn16434001.jpg,Washable Merino Boyfriend Cardigan Sweater,https://bananarepublic.gap.com/browse/product.do?pid=426717012&cid=1128991&pcid=1128985,78.0,Banana Republic
109,https://www1.assets-gap.com/webcontent/0016/754/137/cn16754137.jpg,Ruffle Wrap Racerback Dress,https://bananarepublic.gap.com/browse/product.do?pid=426254002&cid=97865&pcid=69883,139.0,Banana Republic
110,https://www1.assets-gap.com/webcontent/0016/700/627/cn16700627.jpg,Hayden Tapered-Fit Check Pull-On Ankle Pant,https://bananarepublic.gap.com/browse/product.do?pid=425384012&cid=1128989&pcid=1128985,98.5,Banana Republic
111,https://www2.assets-gap.com/webcontent/0016/923/952/cn16923952.jpg,High-Rise Wide-Leg Cropped Pant,https://bananarepublic.gap.com/browse/product.do?pid=425689002&cid=1130708&pcid=67595,98.5,Banana Republic
112,https://www3.assets-gap.com/webcontent/0016/377/070/cn16377070.jpg,Dillon Classic-Fit Soft Satin Utility Shirt,https://bananarepublic.gap.com/browse/product.do?pid=425176062&cid=1129167&pcid=1128985,79.5,Banana Republic
113,https://www2.assets-gap.com/webcontent/0016/982/904/cn16982904.jpg,Luxespun Long Lightweight Cardigan,https://bananarepublic.gap.com/browse/product.do?pid=425166082&cid=1130713&pcid=5032,69.5,Banana Republic
114,https://www3.assets-gap.com/webcontent/0016/152/096/cn16152096.jpg,Devon Legging-Fit Washable Bi-Stretch Ankle Pant,https://bananarepublic.gap.com/browse/product.do?pid=425426002&cid=1128989&pcid=1128985,89.5,Banana Republic
115,https://www1.assets-gap.com/webcontent/0016/982/893/cn16982893.jpg,Luxespun Long Lightweight Cardigan,https://bananarepublic.gap.com/browse/product.do?pid=425966032&cid=1128992&pcid=1128985,69.5,Banana Republic
116,https://www3.assets-gap.com/webcontent/0016/682/279/cn16682279.jpg,Threadsoft Swing T-Shirt,https://bananarepublic.gap.com/browse/product.do?pid=426253002&cid=1128991&pcid=1128985,36.5,Banana Republic
117,https://www1.assets-gap.com/webcontent/0016/624/077/cn16624077.jpg,Sloan Skinny-Fit Plaid Pant,https://bananarepublic.gap.com/browse/product.do?pid=267874002&cid=1130708&pcid=67595,89.5,Banana Republic
