prod_page_link,image_link,name,price,description,brand
https://www2.hm.com/en_us/productpage.0636455005.html,"http://lp2.hm.com/hmgoepprod?set=source[/07/25/07259d7912b6276118b89f437acdf685600f82ae.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Straight-cut Jacket,34.99,Straight-cut jacket in woven fabric with notched lapels and welt front pockets with flap. No fasteners. Lined.,H&M
https://www2.hm.com/en_us/productpage.0755451001.html,"http://lp2.hm.com/hmgoepprod?set=source[/27/f3/27f3a82b6fc74651cf5031c7c5f7d4a03118bf86.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Linen-blend Jacket,59.99,"Gently fitted jacket in soft, woven fabric made from a linen and viscose blend. Wide, notched lapels, one button at front, and welt front pockets. Lined.",H&M
https://www2.hm.com/en_us/productpage.0717879010.html,"http://lp2.hm.com/hmgoepprod?set=source[/2c/3d/2c3d628f3d90f0fc8c83c538c005a96c64677c7f.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Jacket,34.99,"Longer, double-breasted jacket in woven fabric with a soft, brushed finish. Notched lapels and welt front pockets. Lined.",H&M
https://www2.hm.com/en_us/productpage.0724626002.html,"http://lp2.hm.com/hmgoepprod?set=source[/89/66/89669016c25479847edcef1bd0515aea3cb637d1.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Linen-blend Jacket,49.99,"Gently fitted jacket in a linen and viscose blend without lapels. Hook-and-eye fastening at front, welt front pockets, and 3/4-length, gathered sleeves. Lined.",H&M
https://www2.hm.com/en_us/productpage.0568601006.html,"http://lp2.hm.com/hmgoepprod?set=source[/c0/a1/c0a1bd8ad5eb6e9d23e917d74d7fa6670a507e17.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Blazer,34.99,"Fitted blazer in woven fabric with notched lapels, welt front pockets, and decorative buttons at cuffs. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0568601026.html,"http://lp2.hm.com/hmgoepprod?set=source[/03/9a/039a2a2dd95ec8253d5446f5de83b4ed818b364c.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Blazer,34.99,"Fitted blazer in woven fabric with notched lapels, welt front pockets, and decorative buttons at cuffs. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0735577001.html,"http://lp2.hm.com/hmgoepprod?set=source[/47/bc/47bc9b1227045d108158f9824e147485e5122e7f.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Lyocell-blend Jacket,99.0,"Gently fitted, single-breasted jacket in a soft, woven Tencel® lyocell blend. Narrow, notched lapels, one button at front, and buttons at cuffs. Chest pocket, patch pockets with flap, and a double vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0705258008.html,"http://lp2.hm.com/hmgoepprod?set=source[/bb/31/bb311e50eef227a9842e510b104d0aadebb24658.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Jacket,49.99,"Gently fitted jacket in textured-weave fabric. Concealed hook-and-eye fastening at front, welt front pockets, and sleeves with gathered seams. Lined.",H&M
https://www2.hm.com/en_us/productpage.0742100001.html,"http://lp2.hm.com/hmgoepprod?set=source[/6d/87/6d87bc9d135ea16b6ca7c9fb1656e0be1c7b4fb5.jpg],origin[dam],category[ladies_blazerswaistcoats_kimono],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Lyocell-blend Kimono,79.99,"CONSCIOUS. Calf-length kimono in soft, woven fabric made from a Tencel® lyocell blend with a printed pattern. V-neck and concealed snap fasteners at front. Pleats at waist, concealed side pockets, and long, wide sleeves. Slits at sides.",H&M
https://www2.hm.com/en_us/productpage.0636455027.html,"http://lp2.hm.com/hmgoepprod?set=source[/8b/e4/8be4dfe802b94e95b3972102891fda35604eb99f.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Straight-cut Jacket,34.99,Straight-cut jacket in woven fabric with notched lapels and welt front pockets with flap. No fasteners. Lined.,H&M
https://www2.hm.com/en_us/productpage.0728156003.html,"http://lp2.hm.com/hmgoepprod?set=source[/58/19/5819eb756d46d54ffc33c9b277db75ea2996cdee.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Straight-cut Jacket,34.99,"Straight-cut jacket in woven fabric. Shawl collar, lightweight shoulder pads, welt front pockets, and 3/4-length sleeves with short slit at cuffs. No fasteners. Lined.",H&M
https://www2.hm.com/en_us/productpage.0578487013.html,"http://lp2.hm.com/hmgoepprod?set=source[/46/3b/463b80175c206ccd4009bfc783c550c6af2f9908.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jacket with Gathered Sleeves,49.99,"Straight-cut jacket in woven fabric with notched lapels, concealed front pockets, and 3/4-length, gathered sleeves. No buttons. Lined.",H&M
https://www2.hm.com/en_us/productpage.0705258005.html,"http://lp2.hm.com/hmgoepprod?set=source[/78/34/7834ad8fcb9c57c85573b9166b4d50ec539f7594.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Jacket,49.99,"Gently fitted jacket in textured-weave fabric. Concealed hook-and-eye fastening at front, welt front pockets, and sleeves with gathered seams. Lined.",H&M
https://www2.hm.com/en_us/productpage.0724626005.html,"http://lp2.hm.com/hmgoepprod?set=source[/0e/4c/0e4c4bb282e613e0289a5c27dec5912ed22958b3.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Linen-blend Jacket,49.99,"Gently fitted jacket in a linen and viscose blend without lapels. Hook-and-eye fastening at front, welt front pockets, and 3/4-length, gathered sleeves. Lined.",H&M
https://www2.hm.com/en_us/productpage.0568601023.html,"http://lp2.hm.com/hmgoepprod?set=source[/9d/19/9d198dc1f66203007c7d5773c2eb76b81ccbec08.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Blazer,34.99,"Fitted blazer in woven fabric with notched lapels, welt front pockets, and decorative buttons at cuffs. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0717879011.html,"http://lp2.hm.com/hmgoepprod?set=source[/08/f1/08f1f16b97a766a9d208eabd309edf28c7ebb7e6.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Jacket,34.99,"Longer, double-breasted jacket in woven fabric with a soft, brushed finish. Notched lapels and welt front pockets. Lined.",H&M
https://www2.hm.com/en_us/productpage.0707983004.html,"http://lp2.hm.com/hmgoepprod?set=source[/65/76/65765385f8e4517be2044d76eebc060ddd5729db.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Textured-weave Jacket,59.99,Textured-weave jacket with fringe trim. Decorative chest pockets and front pockets with snap fastener. No buttons. Lined.,H&M
https://www2.hm.com/en_us/productpage.0705258001.html,"http://lp2.hm.com/hmgoepprod?set=source[/d4/df/d4df5a5fadef70937eff8e5bfb2e61c713d5ed3f.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Jacket,49.99,"Gently fitted jacket in textured-weave fabric. Concealed hook-and-eye fastening at front, welt front pockets, and sleeves with gathered seams. Lined.",H&M
https://www2.hm.com/en_us/productpage.0728156001.html,"http://lp2.hm.com/hmgoepprod?set=source[/8b/1a/8b1a15d924bb691340d59b463761e2e8e644f837.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Straight-cut Jacket,34.99,"Straight-cut jacket in woven fabric. Shawl collar, lightweight shoulder pads, welt front pockets, and 3/4-length sleeves with short slit at cuffs. No fasteners. Lined.",H&M
https://www2.hm.com/en_us/productpage.0568601024.html,"http://lp2.hm.com/hmgoepprod?set=source[/cf/d1/cfd13152fa74896d1f387562b4165ac091e60afb.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Blazer,34.99,"Fitted blazer in woven fabric with notched lapels, welt front pockets, and decorative buttons at cuffs. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0586207004.html,"http://lp2.hm.com/hmgoepprod?set=source[/6d/1d/6d1de9b7986ca6d5470508877ea5a9976a7a0bfe.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jacket with Tie Belt,49.99,"Slightly longer jacket in woven fabric. Tie belt at waist, welt pockets, and vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0653577001.html,"http://lp2.hm.com/hmgoepprod?set=source[/d0/60/d06046465aa82909d9ff4308ba6befe3073fff69.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Long Jacket,59.99,"Long, fitted, double-breasted jacket in pattern-weave fabric. Notched lapels, welt front pockets with flap, and mock welt pocket at top. Decorative buttons at cuffs. Lined.",H&M
https://www2.hm.com/en_us/productpage.0578487014.html,"http://lp2.hm.com/hmgoepprod?set=source[/6f/4e/6f4e232161d4393ae09d6ed0a2ff30db28a591b5.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jacket with Gathered Sleeves,49.99,"Straight-cut jacket in woven fabric with notched lapels, concealed front pockets, and 3/4-length, gathered sleeves. No buttons. Lined.",H&M
https://www2.hm.com/en_us/productpage.0707051002.html,"http://lp2.hm.com/hmgoepprod?set=source[/5a/f8/5af8473523c85521d5dc1d2cf4efe83f638763de.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jacket,49.99,Fitted jacket in woven fabric with notched lapels and mock welt pockets. Decorative metal buttons at front. No fasteners. Lined.,H&M
https://www2.hm.com/en_us/productpage.0639192002.html,"http://lp2.hm.com/hmgoepprod?set=source[/97/ae/97ae9214cf1f0b9ef1772f0016fe2df9e99c5def.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Jacket,49.99,"Straight-cut jacket in woven fabric. Notched lapels, buttons at front, and decorative buttons at cuffs. Welt front pockets with flap. Lined.",H&M
https://www2.hm.com/en_us/productpage.0708066003.html,"http://lp2.hm.com/hmgoepprod?set=source[/4b/77/4b77135306f271ecbee370aad428d05d873b2948.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Blazer,49.99,"Double-button blazer in jacquard-weave fabric with notched lapels, welt front pockets, and gently tapered waist. Decorative buttons at cuffs. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0740716004.html,"http://lp2.hm.com/hmgoepprod?set=source[/9b/67/9b67db263d20e5cf0db9784bba52898dca9d1d02.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jersey Jacket,34.99,"Straight-cut jacket in soft jersey. Long, notched lapels, welt front pockets, and 3/4-length sleeves with sewn cuffs. No buttons. Unlined.",H&M
https://www2.hm.com/en_us/productpage.0568601007.html,"http://lp2.hm.com/hmgoepprod?set=source[/8c/a3/8ca30e0921c625f2c5245606b53ce7df7993584b.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Blazer,34.99,"Fitted blazer in woven fabric with notched lapels, welt front pockets, and decorative buttons at cuffs. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0717879001.html,"http://lp2.hm.com/hmgoepprod?set=source[/4a/bd/4abda36898ddbf27fc6607e2561e058d759f7577.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Jacket,34.99,"Longer, double-breasted jacket in woven fabric with a soft, brushed finish. Notched lapels and welt front pockets. Lined.",H&M
https://www2.hm.com/en_us/productpage.0729608001.html,"http://lp2.hm.com/hmgoepprod?set=source[/4e/fc/4efc4be53a176b8a81dd9f9b2b8a0f0c826b3f33.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Linen-blend Jacket,69.99,"Straight-cut, double-breasted jacket in twill made from a linen and cotton blend. Notched lapels, buttons at cuffs, and side-seam pockets. Unlined.",H&M
https://www2.hm.com/en_us/productpage.0708138012.html,"http://lp2.hm.com/hmgoepprod?set=source[/bb/9e/bb9ea88d1609c5723fb3184f671c437a35c1e43c.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Shawl-collar Jacket,49.99,"Jacket in woven fabric with a shawl collar, side-seam pockets, and gathered, 3/4-length sleeves. No fasteners. Lined.",H&M
https://www2.hm.com/en_us/productpage.0740716003.html,"http://lp2.hm.com/hmgoepprod?set=source[/34/e2/34e27756cb72445952d7513d4b457833f9859549.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jersey Jacket,34.99,"Straight-cut jacket in soft jersey. Long, notched lapels, welt front pockets, and 3/4-length sleeves with sewn cuffs. No buttons. Unlined.",H&M
https://www2.hm.com/en_us/productpage.0726537001.html,"http://lp2.hm.com/hmgoepprod?set=source[/2e/d4/2ed41a19d43fd579b3abed8dc2007ab41867eca9.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Crêped Jacket,49.99,"Jacket in woven, crêped fabric. Notched lapels, welt front pockets, 3/4-length sleeves, and sewn cuffs with decorative metal button. No fasteners. Lined.",H&M
https://www2.hm.com/en_us/productpage.0726529001.html,"http://lp2.hm.com/hmgoepprod?set=source[/68/8c/688cee091015d1da07373db58ddfc37269d1177f.jpg],origin[dam],category[ladies_modernclassic_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Single-breasted Jacket,49.99,"Jacket in woven fabric with lightweight shoulder pads. Pearlescent button at front, welt front pockets, and 3/4-length sleeves with gathered seams. Lined.",H&M
https://www2.hm.com/en_us/productpage.0721544002.html,"http://lp2.hm.com/hmgoepprod?set=source[/b6/65/b665aee27f7b32d08d75c9772d388a197ce54801.jpg],origin[dam],category[ladies_modernclassic_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Blazer,34.99,"Double-breasted blazer in soft, woven fabric made from a viscose blend. Narrow, notched lapels, welt front pockets, and tape-trimmed inner seams. Unlined.",H&M
https://www2.hm.com/en_us/productpage.0578487015.html,"http://lp2.hm.com/hmgoepprod?set=source[/72/52/725240e9686829ab5b8bdc3261b8d5e5aa2f53a3.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jacket with Gathered Sleeves,49.99,"Straight-cut jacket in woven fabric with notched lapels, concealed front pockets, and 3/4-length, gathered sleeves. No buttons. Lined.",H&M
https://www2.hm.com/en_us/productpage.0639192011.html,"http://lp2.hm.com/hmgoepprod?set=source[/40/b9/40b9f8fc34eda9e06fa9b3305fb8949cc1fe3de1.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Jacket,49.99,"Straight-cut jacket in woven fabric. Notched lapels, buttons at front, and decorative buttons at cuffs. Welt front pockets with flap. Lined.",H&M
https://www2.hm.com/en_us/productpage.0726529002.html,"http://lp2.hm.com/hmgoepprod?set=source[/56/96/5696b78b337fa6e161fec9bb8c628dad15bf7f65.jpg],origin[dam],category[ladies_modernclassic_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Single-breasted Jacket,49.99,"Jacket in woven fabric with lightweight shoulder pads. Pearlescent button at front, welt front pockets, and 3/4-length sleeves with gathered seams. Lined.",H&M
https://www2.hm.com/en_us/productpage.0705258002.html,"http://lp2.hm.com/hmgoepprod?set=source[/20/72/20721ecdf890d2678217c852e39d36475d014220.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Jacket,49.99,"Gently fitted jacket in textured-weave fabric. Concealed hook-and-eye fastening at front, welt front pockets, and sleeves with gathered seams. Lined.",H&M
https://www2.hm.com/en_us/productpage.0664461006.html,"http://lp2.hm.com/hmgoepprod?set=source[/0a/2c/0a2c0e8524ff6630b63568352f7b9a4706d5c08d.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Straight-cut Blazer,49.99,"Straight-cut blazer in patterned-weave fabric. Notched lapels, welt front pockets with flap, and no buttons. Lined.",H&M
https://www2.hm.com/en_us/productpage.0740716002.html,"http://lp2.hm.com/hmgoepprod?set=source[/77/5e/775efa549ad2b65d47ed48567c478fc96392ae0e.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jersey Jacket,34.99,"Straight-cut jacket in soft jersey. Long, notched lapels, welt front pockets, and 3/4-length sleeves with sewn cuffs. No buttons. Unlined.",H&M
https://www2.hm.com/en_us/productpage.0730391001.html,"http://lp2.hm.com/hmgoepprod?set=source[/aa/d8/aad806c5e09a8a3571925f93107e76807c05831e.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Jersey Jacket,34.99,"Double-breasted jacket in viscose-blend jersey with a slight sheen. Pointed lapels, welt front pockets, and gently tapered waist. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0700515002.html,"http://lp2.hm.com/hmgoepprod?set=source[/93/dd/93dda77cef3d64425205248e2817bc3aee18511a.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Oversized Jacket,49.99,"Oversized, long-sleeved jacket in woven fabric. Narrow, notched lapels and buttons at front. Chest pocket, welt front pockets with flap, and buttons at cuffs. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0717879017.html,"http://lp2.hm.com/hmgoepprod?set=source[/ef/14/ef14804c8cccbe29b501522b16604ce3aa3e9bef.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Jacket,34.99,"Longer, double-breasted jacket in woven fabric with a soft, brushed finish. Notched lapels and welt front pockets. Lined.",H&M
https://www2.hm.com/en_us/productpage.0724626004.html,"http://lp2.hm.com/hmgoepprod?set=source[/a4/56/a456e54fc3a987a1d7418046b72628826ae628a9.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/main] ",Linen-blend Jacket,49.99,"Gently fitted jacket in a linen and viscose blend without lapels. Hook-and-eye fastening at front, welt front pockets, and 3/4-length, gathered sleeves. Lined.",H&M
https://www2.hm.com/en_us/productpage.0675319004.html,"http://lp2.hm.com/hmgoepprod?set=source[/00/92/0092118574aa4eed37455486a13276d17c15e2b1.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/main] ",Jersey Jacket,34.99,"Straight-cut jacket in thick jersey with notched lapels, buttons at front, and patch front pockets. Unlined.",H&M
https://www2.hm.com/en_us/productpage.0675319011.html,"http://lp2.hm.com/hmgoepprod?set=source[/71/da/71da63b93af05d68aacdb40fb9082f75433f741b.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jersey Jacket,34.99,"Straight-cut jacket in thick jersey with notched lapels, buttons at front, and patch front pockets. Unlined.",H&M
https://www2.hm.com/en_us/productpage.0728156005.html,"http://lp2.hm.com/hmgoepprod?set=source[/8a/d3/8ad39fad9e94fcf53ce9f94fc6dc58f3993f9e20.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Straight-cut Jacket,34.99,"Straight-cut jacket in woven fabric. Shawl collar, lightweight shoulder pads, welt front pockets, and 3/4-length sleeves with short slit at cuffs. No fasteners. Lined.",H&M
https://www2.hm.com/en_us/productpage.0639192013.html,"http://lp2.hm.com/hmgoepprod?set=source[/b8/d8/b8d8a2c0e28b751585393ff678c329247223e909.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Double-breasted Jacket,49.99,"Straight-cut jacket in woven fabric. Notched lapels, buttons at front, and decorative buttons at cuffs. Welt front pockets with flap. Lined.",H&M
https://www2.hm.com/en_us/productpage.0708065001.html,"http://lp2.hm.com/hmgoepprod?set=source[/e8/68/e868873bd96d990c7724e5bbd9fc960bbfeb54bc.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Fitted Blazer,34.99,"Fitted blazer in woven fabric with notched lapels. Snap fastener at front, welt front pockets with flap, and decorative buttons at cuffs. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0608769005.html,"http://lp2.hm.com/hmgoepprod?set=source[/b9/57/b9574c12c7e7515d89c4f474791c681bd4cf12a8.jpg],origin[dam],category[ladies_modernclassic_blazers],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/main] ",Jacket,49.99,"Jacket in woven fabric. Notched lapels, concealed hook-and-eye fastener at front, and welt front pockets. Decorative slits at cuffs and a vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0708067001.html,"http://lp2.hm.com/hmgoepprod?set=source[/5c/21/5c21cbe80ec2dcb21dd0b9543a6b215143086180.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jacket,49.99,"Gently fitted jacket in woven fabric. Metal fastener at front, welt front pockets, and 3/4-length sleeves with gathered seams. Lined.",H&M
https://www2.hm.com/en_us/productpage.0697027001.html,"http://lp2.hm.com/hmgoepprod?set=source[/92/52/925291d89d809e8ee7814846563f5429e3227bb0.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jacket,34.99,"Collarless jacket in woven stretch viscose fabric. Gently tapered waist, single hook-and-eye fastener, and welt front pockets. Lined.",H&M
https://www2.hm.com/en_us/productpage.0701792002.html,"http://lp2.hm.com/hmgoepprod?set=source[/47/59/475958b90af75a61890a91785f9cab6e95c87129.jpg],origin[dam],category[ladies_blazerswaistcoats_kimono],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Pompom-trimmed Kimono,24.99,"Open kimono in airy, dobby-weave viscose fabric. Dropped shoulders, wide, 3/4-length sleeves, and pompom trim at cuffs and hem.",H&M
https://www2.hm.com/en_us/productpage.0707983001.html,"http://lp2.hm.com/hmgoepprod?set=source[/f7/bb/f7bbca94aa3bd621cd86571feb6737e5996acb6b.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Textured-weave Jacket,59.99,Textured-weave jacket with fringe trim. Decorative chest pockets and front pockets with snap fastener. No buttons. Lined.,H&M
https://www2.hm.com/en_us/productpage.0702308001.html,"http://lp2.hm.com/hmgoepprod?set=source[/04/67/0467b944d7fb841ac1096503c49657e32154d218.jpg],origin[dam],category[ladies_blazerswaistcoats_kimono],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Kimono with Printed Design,24.99,"Kimono in softly draped woven fabric with a printed pattern and a matte silky finish. Dropped shoulders and short, wide kimono sleeves with open section at armholes. No fasteners.",H&M
https://www2.hm.com/en_us/productpage.0748657001.html,"http://lp2.hm.com/hmgoepprod?set=source[/75/f6/75f68343e9cc19e59208a60baf24919c466fffe6.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Corduroy Jacket,49.99,"Gently fitted, double-breasted jacket in cotton corduroy with notched lapels and front pockets with flap. Lined.",H&M
https://www2.hm.com/en_us/productpage.0747152002.html,"http://lp2.hm.com/hmgoepprod?set=source[/f5/75/f57569a60d1ef79696b094e66e878377dfa51694.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Linen-blend Blazer,79.99,"Longer blazer in a woven linen and cotton blend. Notched lapels, patch front pockets, and decorative buttons at cuffs. Vent at back. Partly lined.",H&M
https://www2.hm.com/en_us/productpage.0675319009.html,"http://lp2.hm.com/hmgoepprod?set=source[/d5/d5/d5d556b9d53e50586fc8e35f627274dddf7796c6.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jersey Jacket,34.99,"Straight-cut jacket in thick jersey with notched lapels, buttons at front, and patch front pockets. Unlined.",H&M
https://www2.hm.com/en_us/productpage.0724699001.html,"http://lp2.hm.com/hmgoepprod?set=source[/0f/1a/0f1a1bfe98ea27ec92094a478119b3bdb47d2b88.jpg],origin[dam],category[ladies_blazerswaistcoats],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Tie-Belt Sleeveless Jacket,49.99,"Gently fitted, sleeveless jacket in woven fabric. Shawl collar, concealed snap fastener at front, welt front pockets, and tie belt at waist. Vent at back. Lined.",H&M
https://www2.hm.com/en_us/productpage.0740716001.html,"http://lp2.hm.com/hmgoepprod?set=source[/71/cd/71cd0a8df14d1437f249c2f3ec0f5a8f47aa4f4d.jpg],origin[dam],category[ladies_blazerswaistcoats_blazers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/main] ",Jersey Jacket,34.99,"Straight-cut jacket in soft jersey. Long, notched lapels, welt front pockets, and 3/4-length sleeves with sewn cuffs. No buttons. Unlined.",H&M
https://www2.hm.com/en_us/productpage.0641926001.html,"http://lp2.hm.com/hmgoepprod?set=source[/b5/64/b5648a13f3a6b7bce92288b5fd683a7910583fcc.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/main] ",Long Jacket,49.99,"Long, straight-cut jacket in woven fabric with slits at sides and no buttons. Unlined.",H&M
